$synonym$,$cas_number$
$crosby crofatol xxx$,$61790-12-3$
$dto 30.0$,$61790-12-3$
$disproportionated tall oil fatty acid$,$61790-12-3$
$ezeslide$,$61790-12-3$
$emtall 729$,$61790-12-3$
$etol fa-x$,$61790-12-3$
$fa 1$,$61790-12-3$
$fa 1p$,$61790-12-3$
$for 2$,$61790-12-3$
$fatty acids, tall-oil, disproportionated$,$61790-12-3$
$gp-xtol 100$,$61790-12-3$
$h 139-90$,$61790-12-3$
$hartall f 1$,$61790-12-3$
$hartall fa 1$,$61790-12-3$
$hartall fa 1p$,$61790-12-3$
$hartall fa 20$,$61790-12-3$
$hartall fa 3$,$61790-12-3$
$hartall fa 3s$,$61790-12-3$
$hartall fh$,$61790-12-3$
$kerocom la 99$,$61790-12-3$
$l 1as$,$61790-12-3$
$l 5$,$61790-12-3$
$l 5 (fatty acid)$,$61790-12-3$
$l 5d$,$61790-12-3$
$liqro w$,$61790-12-3$
$neo-fat 42-06$,$61790-12-3$
$neo-fat 42-12$,$61790-12-3$
$neo-fat 42-70$,$61790-12-3$
$pamak 1$,$61790-12-3$
$pamak 4$,$61790-12-3$
$pamak 4a$,$61790-12-3$
$pamak i$,$61790-12-3$
$pamak mfaf$,$61790-12-3$
$pamak w 4$,$61790-12-3$
$pamolyn 125$,$61790-12-3$
$rx 901$,$61790-12-3$
$sylfat 2f$,$61790-12-3$
$sylfat 2s$,$61790-12-3$
$sylfat 94$,$61790-12-3$
$sylfat 95c$,$61790-12-3$
$sylfat 96$,$61790-12-3$
$sylfat fa 1$,$61790-12-3$
$sylfat fa 2$,$61790-12-3$
$sylfat v 18$,$61790-12-3$
$sylvatal 10$,$61790-12-3$
$talacyd d 50$,$61790-12-3$
$talacyd p 40$,$61790-12-3$
$talacyd p 50$,$61790-12-3$
$talacyd t 2$,$61790-12-3$
$tall fax 250$,$61790-12-3$
$tall oil acids$,$61790-12-3$
$tall oil fatty acids$,$61790-12-3$
$tall-oil fatty acids$,$61790-12-3$
$ucy-tf 2$,$61790-12-3$
$unitol ac$,$61790-12-3$
$unitol acd$,$61790-12-3$
$unitol acd special$,$61790-12-3$
$unitol bks$,$61790-12-3$
$unitol dsr$,$61790-12-3$
$unitol dsr 90$,$61790-12-3$
$unitol lfa$,$61790-12-3$
$wcc 86b$,$61790-12-3$
$westvaco 1480$,$61790-12-3$
$westvaco l 5$,$61790-12-3$
$westvaco wcc 86b$,$61790-12-3$
$xtol 0621$,$61790-12-3$
$xtol 100$,$61790-12-3$
$xtol 101$,$61790-12-3$
$xtol 300$,$61790-12-3$
$quaternary ammonium compounds, dicoco alkyldimethyl, chlorides$,$61789-77-3$
$accoquat 2c75$,$61789-77-3$
$adogen 462$,$61789-77-3$
$anchimanaito t$,$61789-77-3$
$armofloat 18$,$61789-77-3$
$arquad 2c$,$61789-77-3$
$arquad 2c50$,$61789-77-3$
$arquad 2c75$,$61789-77-3$
$arquad 2th75$,$61789-77-3$
$bis(coconut oil alkyl)dimethylammonium chloride$,$61789-77-3$
$chemax x 997$,$61789-77-3$
$corsaquat 2c75$,$61789-77-3$
$dicoco alkyldimethylammonium chlorides$,$61789-77-3$
$dicocodimethylammonium chloride$,$61789-77-3$
$flotigam k 2c$,$61789-77-3$
$jet quat 2c75$,$61789-77-3$
$kemamine q 6503c$,$61789-77-3$
$m-quat 2475$,$61789-77-3$
$noramium m 2c$,$61789-77-3$
$pionin b 2211$,$61789-77-3$
$quartamin dcp$,$61789-77-3$
$quaternium 34$,$61789-77-3$
$radiaquat 6462$,$61789-77-3$
$variquat k 300$,$61789-77-3$
$poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with d-glucitol (2:1), tetra-(9z)-9-octadecenoate$,$61723-83-9$
$poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with d-glucitol (2:1), tetra-9-octadecenoate, (all-z)-$,$61723-83-9$
$guar gum, carboxymethyl ether, sodium salt$,$39346-76-4$
$carboxymethyl guar gum sodium salt$,$39346-76-4$
$jaguar cb 9$,$39346-76-4$
$sodium carboxymethyl guar gum$,$39346-76-4$
$sodium carboxymethylguar$,$39346-76-4$
$1-propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-, sodium salt (1:1), polymer with 2-propenamide$,$38193-60-1$
$1-propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propenyl)amino]-, monosodium salt, polymer with 2-propenamide (9ci)$,$38193-60-1$
$2-propenamide, polymer with 2-methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid monosodium salt (9ci)$,$38193-60-1$
$2-acrylamido-2-methylpropanesulfonic acid sodium salt-acrylamide copolymer$,$38193-60-1$
$an 125$,$38193-60-1$
$an 125vhm$,$38193-60-1$
$an 132vhm$,$38193-60-1$
$asp-ffr 900$,$38193-60-1$
$acrylamide-2-acrylamido-2-methylpropanesulfonate sodium copolymer$,$38193-60-1$
$acrylamide-2-acrylamido-2-methylpropanesulfonate sodium salt copolymer$,$38193-60-1$
$acrylamide-2-acrylamido-2-methylpropanesulfonic acid sodium salt copolymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methyl-1-propanesulfonate copolymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methylpropanesulfonate copolymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methylpropanesulfonate polymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methylpropanesulfonic acid copolymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methylpropanesulfonic sulfonate copolymer$,$38193-60-1$
$acrylamide-sodium 2-acrylamido-2-methylpropylsulfonate polymer$,$38193-60-1$
$acrylamide-sodium acrylamidomethylpropanesulfonate copolymer$,$38193-60-1$
$acrylamide-sodium acryloyldimethyltaurate copolymer$,$38193-60-1$
$flopaam an 125$,$38193-60-1$
$np 780$,$38193-60-1$
$p 1000$,$38193-60-1$
$reten 545$,$38193-60-1$
$reten 547$,$38193-60-1$
$reten spx 5023$,$38193-60-1$
$reten spx 5025$,$38193-60-1$
$spx 5023$,$38193-60-1$
$spx 5025$,$38193-60-1$
$sharpfloc 8581$,$38193-60-1$
$simulgel 600$,$38193-60-1$
$sodium 2-acrylamido-2-methylpropanesulfonate-acrylamide copolymer$,$38193-60-1$
$sodium 2-acrylamido-2-methylpropanesulfonate-acrylamide polymer$,$38193-60-1$
$superpusher sav 55$,$38193-60-1$
$boric acid (hbo2), sodium salt, octahydrate (9ci)$,$35585-58-1$
$propanol, 1(or 2)-(2-methoxymethylethoxy)-$,$34590-94-8$
$dipropylene glycol monomethyl ether (6ci,7ci)$,$34590-94-8$
$1(or 2)-(2-methoxymethylethoxy)propanol$,$34590-94-8$
$arcosolv dpm$,$34590-94-8$
$dpm$,$34590-94-8$
$dipropylene glycol methyl ether$,$34590-94-8$
$dowanol dpm$,$34590-94-8$
$ebj 105$,$34590-94-8$
$forguard m$,$34590-94-8$
$glysolv dpm$,$34590-94-8$
$hisolve dpm$,$34590-94-8$
$kino-red$,$34590-94-8$
$methoxypropoxypropanol$,$34590-94-8$
$methyl dipropasol$,$34590-94-8$
$methyl propylene di glycol$,$34590-94-8$
$oxybispropanol methyl ether$,$34590-94-8$
$ppg-2 methyl ether$,$34590-94-8$
$antimony potassium oxide (sb2k4o7)$,$29638-69-5$
$antimonate (sb2o74-), tetrapotassium$,$29638-69-5$
$antimonic acid (h4sb2o7), tetrapotassium salt (8ci)$,$29638-69-5$
$potassium antimonate(v) (k4sb2o7) (7ci)$,$29638-69-5$
$dw 7$,$29638-69-5$
$potassium antimony oxide (k4sb2o7)$,$29638-69-5$
$potassium pyroantimonate$,$29638-69-5$
$potassium pyroantimonate (k4sb2o7)$,$29638-69-5$
$tetrapotassium pyroantimonate$,$29638-69-5$
$sorbitan, tri-(9z)-9-octadecenoate$,$26266-58-0$
$sorbitan, tri-9-octadecenoate, (z,z,z)-$,$26266-58-0$
$sorbitan, trioleate (6ci,8ci)$,$26266-58-0$
$alkamuls sto$,$26266-58-0$
$arlacel 85$,$26266-58-0$
$atlox 4885$,$26266-58-0$
$atmer 106$,$26266-58-0$
$crill 45$,$26266-58-0$
$crill 45r$,$26266-58-0$
$crill 5$,$26266-58-0$
$dehymuls sto$,$26266-58-0$
$desmodur n100-sorbitan trioleate copolymer$,$26266-58-0$
$e 496$,$26266-58-0$
$ems 85$,$26266-58-0$
$emasol 430$,$26266-58-0$
$emasol o 30v$,$26266-58-0$
$emsorb 2503$,$26266-58-0$
$glycomul to$,$26266-58-0$
$glytanox 4034$,$26266-58-0$
$ipdi-sorbitan trioleate copolymer$,$26266-58-0$
$ionet s 85$,$26266-58-0$
$kosteran o 3$,$26266-58-0$
$kosteran o 3vh$,$26266-58-0$
$lonzest sto$,$26266-58-0$
$montane 85$,$26266-58-0$
$montane vg 85$,$26266-58-0$
$newcol 3-80$,$26266-58-0$
$newkalgen d 935t$,$26266-58-0$
$nikkol so 30$,$26266-58-0$
$nikkol so 30r$,$26266-58-0$
$nikkol so 30rv$,$26266-58-0$
$nikkol so 30v$,$26266-58-0$
$nissan nonion op 85$,$26266-58-0$
$nissan nonion op 85r$,$26266-58-0$
$nonion op 85r$,$26266-58-0$
$op 85$,$26266-58-0$
$op 85r$,$26266-58-0$
$pionin d 935t$,$26266-58-0$
$radiasurf 7348$,$26266-58-0$
$rheodol sp-o 30$,$26266-58-0$
$rheodol sp-o 30v$,$26266-58-0$
$rikemal or 85$,$26266-58-0$
$s 85$,$26266-58-0$
$sp 40$,$26266-58-0$
$sp 65$,$26266-58-0$
$sp 85$,$26266-58-0$
$sp-o 30v$,$26266-58-0$
$sinopol 3-80$,$26266-58-0$
$solfa 850$,$26266-58-0$
$sorbon s 85$,$26266-58-0$
$sorgen 20v$,$26266-58-0$
$span 85$,$26266-58-0$
$t-sol 85$,$26266-58-0$
$te 33$,$26266-58-0$
$tego sto-v$,$26266-58-0$
$2-propenoic acid, ammonium salt (1:1), polymer with 2-propenamide$,$26100-47-0$
$2-propenoic acid, ammonium salt, polymer with 2-propenamide (9ci)$,$26100-47-0$
$acrylic acid, ammonium salt, polymer with acrylamide (8ci)$,$26100-47-0$
$2-propenamide, polymer with ammonium 2-propenoate (9ci)$,$26100-47-0$
$acrylamide, polymer with ammonium acrylate (8ci)$,$26100-47-0$
$accurac 304e$,$26100-47-0$
$acrylamide-ammonium acrylate copolymer$,$26100-47-0$
$acrylamide-ammonium acrylate polymer$,$26100-47-0$
$ammonium acrylate-acrylamide copolymer$,$26100-47-0$
$bozepole c nouveau$,$26100-47-0$
$dev 117$,$26100-47-0$
$man 104$,$26100-47-0$
$neostecker pb 100$,$26100-47-0$
$pas 5161$,$26100-47-0$
$sepiplus 265$,$26100-47-0$
$poly(oxy-1,2-ethanediyl), α-(4-nonylphenyl)-ω-hydroxy-$,$26027-38-3$
$glycols, polyethylene, mono(p-nonylphenyl) ether (8ci)$,$26027-38-3$
$phenol, p-nonyl-, monoether with polyethylene glycol (8ci)$,$26027-38-3$
$4-nonylphenol decaglycol ether$,$26027-38-3$
$4-nonylphenol polyethoxylate$,$26027-38-3$
$apsa 80$,$26027-38-3$
$advantage 24$,$26027-38-3$
$advantage s$,$26027-38-3$
$advantage s (spermicide)$,$26027-38-3$
$akyporox np 150$,$26027-38-3$
$amway apsa 80$,$26027-38-3$
$amway all purpose spray adjuvant$,$26027-38-3$
$bion ne 9$,$26027-38-3$
$c-film$,$26027-38-3$
$col 1492$,$26027-38-3$
$conceptrol$,$26027-38-3$
$conco ni 90$,$26027-38-3$
$coulter dispersant ic$,$26027-38-3$
$cremophor np 10$,$26027-38-3$
$cremophor np 14$,$26027-38-3$
$decaethylene glycol mono(p-nonylphenyl) ether$,$26027-38-3$
$decaethylene glycol p-nonylphenyl ether$,$26027-38-3$
$delfen$,$26027-38-3$
$egyptol$,$26027-38-3$
$emulan 30$,$26027-38-3$
$emulan 40$,$26027-38-3$
$emulsogen eln$,$26027-38-3$
$encare$,$26027-38-3$
$encare oval$,$26027-38-3$
$ethoxylated p-nonyl phenol$,$26027-38-3$
$findet 9q21.5$,$26027-38-3$
$gynol ii$,$26027-38-3$
$hyoxyd x 100$,$26027-38-3$
$hyoxyd x 200$,$26027-38-3$
$hyoxyd x 400$,$26027-38-3$
$ikd$,$26027-38-3$
$iconol np 100$,$26027-38-3$
$imbetin n 7a$,$26027-38-3$
$intercept$,$26027-38-3$
$k-y plus$,$26027-38-3$
$koromex$,$26027-38-3$
$liponox ncy$,$26027-38-3$
$monopol np 1013$,$26027-38-3$
$monopol np 1060$,$26027-38-3$
$n 100$,$26027-38-3$
$nop 17$,$26027-38-3$
$nop 8$,$26027-38-3$
$np 1060$,$26027-38-3$
$np 8.5$,$26027-38-3$
$neutronyx 611$,$26027-38-3$
$newcol 565$,$26027-38-3$
$nonal 106$,$26027-38-3$
$nonal 202$,$26027-38-3$
$nonal 204$,$26027-38-3$
$nonoxynol$,$26027-38-3$
$nonoxynol 10$,$26027-38-3$
$nonoxynol 100$,$26027-38-3$
$nonoxynol 12$,$26027-38-3$
$nonoxynol 13$,$26027-38-3$
$nonoxynol 14$,$26027-38-3$
$nonoxynol 15$,$26027-38-3$
$nonoxynol 6$,$26027-38-3$
$nonoxynol 8.5$,$26027-38-3$
$nonoxynol 9$,$26027-38-3$
$peg p-nonylphenyl ether$,$26027-38-3$
$ponpe 10$,$26027-38-3$
$ponpe 15$,$26027-38-3$
$ponpe 20$,$26027-38-3$
$ponpe 7.5$,$26027-38-3$
$pannox 110$,$26027-38-3$
$pannox 111$,$26027-38-3$
$pannox 116$,$26027-38-3$
$pannox 140$,$26027-38-3$
$pannox 150$,$26027-38-3$
$pannox 16$,$26027-38-3$
$pannox 18$,$26027-38-3$
$poly(oxyethylene)-4-nonylphenyl ether$,$26027-38-3$
$polyethylene glycol 4-nonylphenyl monoether$,$26027-38-3$
$polyethylene glycol mono(4-nonylphenyl) ether$,$26027-38-3$
$polyethylene glycol mono(p-nonylphenyl) ether$,$26027-38-3$
$polyethylene glycol p-nonylphenyl ether$,$26027-38-3$
$polyethylene glycol p-nonylphenyl monoether$,$26027-38-3$
$polyethylene glycol-10 p-nonylphenol ether$,$26027-38-3$
$polyoxyethylene mono(4-nonylphenyl) ether$,$26027-38-3$
$polyoxyethylene mono-p-nonylphenyl ether$,$26027-38-3$
$polyoxyethylene p-nonylphenyl ether$,$26027-38-3$
$praewozell w-on 100$,$26027-38-3$
$prevocell n 9$,$26027-38-3$
$prevocell w-on 100$,$26027-38-3$
$rexol 25/1$,$26027-38-3$
$rexol 25/6$,$26027-38-3$
$rokafenol n$,$26027-38-3$
$rokafenol n 10$,$26027-38-3$
$rokafenol n 14$,$26027-38-3$
$rokafenol n 2$,$26027-38-3$
$rokafenol n 22$,$26027-38-3$
$rokafenol n 25$,$26027-38-3$
$rokafenol n 3$,$26027-38-3$
$rokafenol n 4$,$26027-38-3$
$rokafenol n 45$,$26027-38-3$
$rokafenol n 5$,$26027-38-3$
$rokafenol n 6$,$26027-38-3$
$rokafenol n 7$,$26027-38-3$
$rokafenol n 705$,$26027-38-3$
$rokafenol n 8$,$26027-38-3$
$rokafenol n 9$,$26027-38-3$
$rokafenol nx 8$,$26027-38-3$
$semicid$,$26027-38-3$
$staycept$,$26027-38-3$
$sympatens np 090$,$26027-38-3$
$tergitol np 50$,$26027-38-3$
$tetra(oxyethylene), α-(4-nonylphenyl)-ω-hydroxy-$,$26027-38-3$
$today sponge$,$26027-38-3$
$w-on 100$,$26027-38-3$
$p-nonylphenol decaethylene glycol ether$,$26027-38-3$
$p-nonylphenol polyethylene glycol ether$,$26027-38-3$
$p-nonylphenol-polyethylene glycol adduct$,$26027-38-3$
$p-nonylphenyl polyoxyethylene ether$,$26027-38-3$
$α-(p-nonylphenyl)-ω-hydroxypoly(oxyethylene)$,$26027-38-3$
$2-propenoic acid, polymer with 2-propenamide, sodium salt$,$25987-30-8$
$acrylic acid, polymer with acrylamide, sodium salt (8ci)$,$25987-30-8$
$2-propenamide, polymer with 2-propenoic acid, sodium salt (9ci)$,$25987-30-8$
$acrylamide-acrylic acid copolymer sodium salt$,$25987-30-8$
$acrylic acid-acrylamide copolymer sodium salt$,$25987-30-8$
$aridall superabsorbent polymer$,$25987-30-8$
$cyanamer p 70$,$25987-30-8$
$cyquest 3223$,$25987-30-8$
$jayfloc 803$,$25987-30-8$
$magnafloc r 139$,$25987-30-8$
$sumifloc fa 50$,$25987-30-8$
$terra-sorb gb$,$25987-30-8$
$water lock superabsorbent polymer g 100$,$25987-30-8$
$2-propenoic acid, sodium salt (1:1), polymer with 2-propenamide$,$25085-02-3$
$2-propenoic acid, sodium salt, polymer with 2-propenamide (9ci)$,$25085-02-3$
$acrylic acid, sodium salt, polymer with acrylamide (8ci)$,$25085-02-3$
$2-propenamide, polymer with sodium 2-propenoate (9ci)$,$25085-02-3$
$acrylamide, polymer with sodium acrylate (8ci)$,$25085-02-3$
$905mpm$,$25085-02-3$
$956mpm$,$25085-02-3$
$977vhm$,$25085-02-3$
$a 140$,$25085-02-3$
$a 140 (flocculant)$,$25085-02-3$
$a 3116$,$25085-02-3$
$a 97$,$25085-02-3$
$ad 17$,$25085-02-3$
$ad 27$,$25085-02-3$
$ad 37$,$25085-02-3$
$ad 60$,$25085-02-3$
$af 100$,$25085-02-3$
$airbz$,$25085-02-3$
$al 30$,$25085-02-3$
$an 934sh$,$25085-02-3$
$an 970sh$,$25085-02-3$
$ap 1$,$25085-02-3$
$ap 1 (coagulant)$,$25085-02-3$
$ap 335c$,$25085-02-3$
$ap 519c$,$25085-02-3$
$apam-a$,$25085-02-3$
$accofloc 2302n$,$25085-02-3$
$accofloc 2371$,$25085-02-3$
$accofloc a 115$,$25085-02-3$
$accofloc a 125$,$25085-02-3$
$accofloc a 125s$,$25085-02-3$
$accofloc n 102$,$25085-02-3$
$accofloc n 110$,$25085-02-3$
$accostrength 86$,$25085-02-3$
$acrylamide-2-propenoic acid sodium salt copolymer$,$25085-02-3$
$acrylamide-sodium acrylate copolymer$,$25085-02-3$
$acrylamide-sodium acrylate polymer$,$25085-02-3$
$acryperse p-ns$,$25085-02-3$
$acryperse pns$,$25085-02-3$
$akrygel$,$25085-02-3$
$alcomer 120$,$25085-02-3$
$alcosorb ab 3c$,$25085-02-3$
$aronfloc a 101$,$25085-02-3$
$cgel 100$,$25085-02-3$
$clarifloc 820$,$25085-02-3$
$crosfloc cfa 20$,$25085-02-3$
$crosfloc cfa 80$,$25085-02-3$
$cyanamer 21$,$25085-02-3$
$cyanamer a 370$,$25085-02-3$
$cypan$,$25085-02-3$
$da 01$,$25085-02-3$
$dev 115$,$25085-02-3$
$diafloc ap 335b$,$25085-02-3$
$diafloc ap 335c$,$25085-02-3$
$diafloc ap 715c$,$25085-02-3$
$dispersant ap 1$,$25085-02-3$
$em 140-1540$,$25085-02-3$
$em 533$,$25085-02-3$
$ema 10$,$25085-02-3$
$earthguard$,$25085-02-3$
$espex l$,$25085-02-3$
$fa 40$,$25085-02-3$
$fn 20h$,$25085-02-3$
$fp 107$,$25085-02-3$
$fp 3630$,$25085-02-3$
$fennosil es 210$,$25085-02-3$
$fennosil es 211$,$25085-02-3$
$flogel 509$,$25085-02-3$
$floconit$,$25085-02-3$
$flonex 9073$,$25085-02-3$
$flopaam 3630$,$25085-02-3$
$flopaam em 533$,$25085-02-3$
$flopaam s 6030$,$25085-02-3$
$flopam 3338$,$25085-02-3$
$gpc-a 400$,$25085-02-3$
$glascol wn 33$,$25085-02-3$
$hidroplus$,$25085-02-3$
$highholder c 503$,$25085-02-3$
$hostacerin pn 73$,$25085-02-3$
$ikstab$,$25085-02-3$
$kayafloc a 275$,$25085-02-3$
$kurifloc pa 372$,$25085-02-3$
$lt 22$,$25085-02-3$
$lt 24$,$25085-02-3$
$lt 25$,$25085-02-3$
$magnafloc 156$,$25085-02-3$
$magnafloc lt 22$,$25085-02-3$
$magnafloc lt 24$,$25085-02-3$
$magnafloc lt 25$,$25085-02-3$
$magnafloc lt 30$,$25085-02-3$
$magnifloc 1883a$,$25085-02-3$
$magnifloc 834a$,$25085-02-3$
$n 7546$,$25085-02-3$
$nalco 61815$,$25085-02-3$
$nalco 61816$,$25085-02-3$
$nalco 61830$,$25085-02-3$
$nalco 8873$,$25085-02-3$
$nalco tx 13368$,$25085-02-3$
$oa 23$,$25085-02-3$
$oa 8$,$25085-02-3$
$ok 507yc$,$25085-02-3$
$orfloc ap 1$,$25085-02-3$
$orfloc ax 500s$,$25085-02-3$
$orfloc oa 23$,$25085-02-3$
$orfloc oa 8$,$25085-02-3$
$pam-p$,$25085-02-3$
$percol 155$,$25085-02-3$
$percol 336$,$25085-02-3$
$photafloc 112.5$,$25085-02-3$
$polyplus$,$25085-02-3$
$praestol 2510$,$25085-02-3$
$praestol 2510rdn$,$25085-02-3$
$praestol 2515$,$25085-02-3$
$praestol 2515tr$,$25085-02-3$
$praestol 2520$,$25085-02-3$
$praestol 2530$,$25085-02-3$
$praestol 2530tr$,$25085-02-3$
$praestol 2540$,$25085-02-3$
$praestol 2540tr$,$25085-02-3$
$purifloc n 17$,$25085-02-3$
$pusher 700e$,$25085-02-3$
$r 641-41$,$25085-02-3$
$reten 421$,$25085-02-3$
$reten 423$,$25085-02-3$
$reten 521$,$25085-02-3$
$reten 523$,$25085-02-3$
$rheogic 835h$,$25085-02-3$
$romacril agr$,$25085-02-3$
$sa 407$,$25085-02-3$
$snf 3338$,$25085-02-3$
$sanpoly as 20$,$25085-02-3$
$sedipur af 100$,$25085-02-3$
$sedosan$,$25085-02-3$
$senkaflock ss 1830a$,$25085-02-3$
$shinkofloc a 2721$,$25085-02-3$
$sodium acrylate-acrylamide copolymer$,$25085-02-3$
$sodium acrylate-acrylamide polymer$,$25085-02-3$
$solacril rpc$,$25085-02-3$
$sumifloc fa 40$,$25085-02-3$
$sumifloc fn 20h$,$25085-02-3$
$sumikagel f 03$,$25085-02-3$
$sumikagel f 33$,$25085-02-3$
$ta 350$,$25085-02-3$
$ta 350 (acrylic polymer)$,$25085-02-3$
$telioform m 305$,$25085-02-3$
$urea-zetag 4100 inclusion complex$,$25085-02-3$
$w 63194$,$25085-02-3$
$water-lock g 430$,$25085-02-3$
$xd 8992$,$25085-02-3$
$phosphonic acid$,$13598-36-2$
$dihydroxyphosphine oxide$,$13598-36-2$
$phosphorous acid$,$13598-36-2$
$boron sodium oxide (b4na2o7), hydrate (1:5)$,$12179-04-3$
$boric acid (h2b4o7), disodium salt, pentahydrate$,$12179-04-3$
$boron sodium oxide (b4na2o7), pentahydrate (9ci)$,$12179-04-3$
$etibor 48$,$12179-04-3$
$neobor$,$12179-04-3$
$sodium borate (na2b4o5(oh)4) trihydrate$,$12179-04-3$
$sodium borate (na2b4o7) pentahydrate$,$12179-04-3$
$sodium tetraborate pentahydrate$,$12179-04-3$
$palygorskite ([mg(al0.5-1fe0-0.5)]si4(oh)o10.4h2o)$,$12174-11-7$
$palygorskite (8ci)$,$12174-11-7$
$200u/p-rvm$,$12174-11-7$
$701a$,$12174-11-7$
$atl 1090$,$12174-11-7$
$att 50$,$12174-11-7$
$agsorb lvm-ga 24/48$,$12174-11-7$
$amcol flt$,$12174-11-7$
$attaclay$,$12174-11-7$
$attaclay lvm$,$12174-11-7$
$attaclay x 250$,$12174-11-7$
$attacote$,$12174-11-7$
$attaflow fl$,$12174-11-7$
$attaflow sf$,$12174-11-7$
$attagel$,$12174-11-7$
$attagel 150$,$12174-11-7$
$attagel 2059$,$12174-11-7$
$attagel 25$,$12174-11-7$
$attagel 30$,$12174-11-7$
$attagel 350$,$12174-11-7$
$attagel 36$,$12174-11-7$
$attagel 40$,$12174-11-7$
$attagel 50$,$12174-11-7$
$attagel all$,$12174-11-7$
$attagel dc 150$,$12174-11-7$
$attapulgite$,$12174-11-7$
$attapulgite 420p$,$12174-11-7$
$attasorb$,$12174-11-7$
$caa$,$12174-11-7$
$clarsol atc$,$12174-11-7$
$dc 150$,$12174-11-7$
$diluex$,$12174-11-7$
$flow gyutto$,$12174-11-7$
$htdk$,$12174-11-7$
$jc-c 303$,$12174-11-7$
$jc-c 503$,$12174-11-7$
$l 96117$,$12174-11-7$
$microsorb 300$,$12174-11-7$
$microsorb 350$,$12174-11-7$
$microsorb 400lvm$,$12174-11-7$
$min-u-gel 100$,$12174-11-7$
$min-u-gel 200$,$12174-11-7$
$min-u-gel 400$,$12174-11-7$
$min-u-gel ar$,$12174-11-7$
$min-u-gel fg$,$12174-11-7$
$min-u-gel g 35$,$12174-11-7$
$of 400$,$12174-11-7$
$palygel 200$,$12174-11-7$
$permagel$,$12174-11-7$
$pharmasorb regular$,$12174-11-7$
$poleisy$,$12174-11-7$
$poleisy pf$,$12174-11-7$
$rvm-fg$,$12174-11-7$
$sl 50$,$12174-11-7$
$streptomagma$,$12174-11-7$
$super gel b$,$12174-11-7$
$sysorb 1$,$12174-11-7$
$x 250$,$12174-11-7$
$zeogel$,$12174-11-7$
$pyridinium, 1-(phenylmethyl)-, alkyl derivs., chlorides$,$100765-57-9$
$secondary alcohols, c12-14, ethoxylated$,$84133-50-6$
$alcohols, c12-14-secondary, ethoxylated$,$84133-50-6$
$bt 5$,$84133-50-6$
$c12-c14 pareth-12$,$84133-50-6$
$emulgen 707$,$84133-50-6$
$ethoxylated c12-14-secondary alcohols$,$84133-50-6$
$ethoxylated alcohols, c12-14-secondary$,$84133-50-6$
$ethoxylated alcs., c12-14-secondary$,$84133-50-6$
$ethoxylated secondary alcs., c12-14$,$84133-50-6$
$finesurf 290$,$84133-50-6$
$finesurf 320$,$84133-50-6$
$leocol sc 150$,$84133-50-6$
$leocol sc 50$,$84133-50-6$
$leocol sc 70$,$84133-50-6$
$leocol sc 90$,$84133-50-6$
$newkalgen d 1109s$,$84133-50-6$
$nikkol bt 12$,$84133-50-6$
$nikkol bt 3$,$84133-50-6$
$nikkol bt 5$,$84133-50-6$
$nikkol bt 7$,$84133-50-6$
$nikkol bt 9$,$84133-50-6$
$noigen et 65$,$84133-50-6$
$pionin d 1105s$,$84133-50-6$
$s 50$,$84133-50-6$
$sf 90$,$84133-50-6$
$secondary alcs., c12-14, ethoxylated$,$84133-50-6$
$softanol 120$,$84133-50-6$
$softanol 150$,$84133-50-6$
$softanol 200$,$84133-50-6$
$softanol 30$,$84133-50-6$
$softanol 300$,$84133-50-6$
$softanol 400$,$84133-50-6$
$softanol 50$,$84133-50-6$
$softanol 500$,$84133-50-6$
$softanol 70$,$84133-50-6$
$softanol 70h$,$84133-50-6$
$softanol 80$,$84133-50-6$
$softanol 90$,$84133-50-6$
$softanol d 50$,$84133-50-6$
$softanol h$,$84133-50-6$
$t 9$,$84133-50-6$
$t 9 (surfactant)$,$84133-50-6$
$tar bases, quinoline derivs., benzyl chloride-quaternized$,$72480-70-7$
$quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, bis(hydrogenated tallow alkyl)dimethylammonium salt with bentonite$,$71011-25-1$
$bentonite, benzyl(hydrogenated tallow alkyl)dimethylammonium  bis(hydrogenated tallow alkyl)dimethylammonium complex$,$71011-25-1$
$quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, benzyl(hydrogenated tallow alkyl)dimethylammonium salt with bentonite$,$71011-25-1$
$quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides, compds. with bentonite and bis(hydrogenated tallow alkyl)dimethylammonium chlorides$,$71011-25-1$
$fatty acids, tall-oil, reaction products with diethylenetriamine, maleic anhydride, tetraethylenepentamine and triethylenetetramine$,$68990-47-6$
$amines, polyethylenepoly-, ethoxylated, phosphonomethylated$,$68966-36-9$
